python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.86276,2.64435,7.53505,6.93895,5.14862,5.14801,2.88614,3.14366,2.27163,1.89085,2.14037,2.84472,1.90092,1.26308,1.63586,1.66977,1.81605,1.87982,2.02755,1.7382
1.57381,2.92562,7.42806,6.87764,5.57691,4.94268,2.54288,2.54774,2.49837,2.06903,1.56608,1.41293,1.87765,2.28225,1.1142,1.88299,1.86255,1.92419,1.19401,1.87138
1.83859,2.03268,7.44488,6.96894,5.36539,4.63272,2.91769,2.65,1.99412,2.6163,2.64191,2.32027,2.08643,1.98998,1.57868,1.87961,2.07968,1.17937,1.62005,2.14677
1.37432,1.71429,7.42063,6.94867,5.50475,4.29812,3.10795,2.75525,2.93188,2.31763,1.84918,2.01082,2.50653,1.90681,1.45269,2.00587,1.61697,1.71437,1.5255,2.27982
2.04637,1.3971,7.37036,7.08875,4.84021,4.70922,2.69041,3.13304,1.92493,2.55768,1.72587,2.11928,1.93049,2.09601,2.36005,2.89551,1.75512,1.92968,2.58196,1.78705
2.83669,1.20976,7.52098,6.829,5.03056,4.91148,2.68137,2.95736,2.22014,3.13919,1.38429,2.35624,1.20727,2.63197,1.50994,1.63878,1.89446,1.79765,1.42938,1.55565
2.03964,2.05083,7.314,6.8924,5.35957,4.8948,1.90191,2.62234,1.86635,2.08237,1.88399,1.76624,1.18232,2.48844,1.85262,2.01926,1.09547,1.74086,1.72045,1.30411
1.27074,2.17118,7.24441,6.97932,5.03617,4.5862,2.6056,1.93,2.36765,2.00392,1.59396,1.68494,2.20744,1.67859,1.77601,2.03408,1.41285,2.10556,1.77516,1.88169
1.10209,1.56432,7.12541,6.97456,5.23314,4.55508,2.63352,2.74283,1.72548,2.60407,1.65778,1.79199,1.73565,2.37225,1.85406,1.6541,1.60391,2.18569,1.71166,1.882
1.61365,1.69961,7.2572,6.85447,4.99359,4.35043,2.83499,3.07681,1.84758,1.97594,1.88729,2.04286,1.4915,1.35014,1.73979,1.22222,1.5478,1.96518,1.50978,2.72991
