python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.86696,3.41562,6.6753,6.0416,3.87384,3.77553,3.27073,2.52049,2.49558,1.32334,1.60684,2.00773,2.53185,3.22625,2.36819,3.42025,0.764114,2.23028,0.876914,1.68818
2.30781,2.77313,6.32088,6.08783,4.08226,3.4714,2.53506,2.14986,1.57155,1.31473,1.44372,3.0537,2.06766,2.55526,2.9205,2.66011,1.76459,2.4819,2.65034,0.804079
2.1492,2.32678,6.83535,5.85789,3.09093,3.81467,2.02456,3.90067,1.34887,1.9082,2.52303,2.79141,2.19094,1.99465,2.87459,3.30888,1.52251,1.68286,1.97075,2.78439
1.60688,3.7248,6.71701,6.15235,4.94353,3.77119,3.21198,3.1527,1.04866,1.88295,2.05143,1.72331,1.47206,3.0695,2.17172,2.98951,2.20922,2.73706,1.90972,4.07018
3.11186,3.19612,5.93338,5.76545,3.73895,5.59953,2.3542,2.57155,1.95169,3.93223,2.67942,3.18931,1.93079,2.4541,3.44178,1.09068,2.38378,3.67128,0.793011,2.238
3.39685,4.00552,6.24931,6.321,4.10529,3.69106,2.39366,4.31264,2.07746,4.33703,1.82491,3.80561,2.19917,4.23994,1.45967,2.88208,3.24206,3.35875,1.67345,2.0447
2.63282,2.16895,6.99005,6.05514,4.02336,4.60223,3.21739,3.76602,3.10501,2.70726,3.84008,4.45836,2.58561,1.62243,2.04099,1.5218,3.36555,2.52004,3.35595,0.89319
2.43942,2.95917,7.06574,6.5262,5.27972,5.00584,3.70685,3.51199,3.25921,2.45569,1.94788,1.91222,3.77039,3.20691,0.896703,3.80528,2.33226,1.11721,3.82249,3.148
3.45746,3.41864,6.22849,5.9517,4.80188,4.37254,1.98028,4.10867,2.583,3.5793,2.26736,2.42373,3.15111,3.98863,3.15594,4.06638,1.83499,4.04498,2.22441,4.09875
2.08837,2.27927,5.71192,6.10508,3.36438,4.28199,2.41977,3.29738,2.61713,3.76885,2.29836,2.62478,1.90025,3.48534,1.99633,3.42657,2.8122,3.78937,2.0275,3.37955
