python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.81341,3.31572,6.47975,7.35045,5.25506,4.9422,5.30162,5.78036,4.89633,5.79231,4.03829,5.83968,4.792,5.26115,5.35822,2.46943,5.49228,5.55903,4.38633,4.78154
3.31148,4.19078,6.98759,6.91873,5.89996,5.93959,3.91577,2.9374,4.26846,5.01409,4.98532,4.66395,2.99647,3.45106,4.27677,3.40429,2.84678,3.33026,4.50604,5.40869
5.27299,5.11175,7.14529,7.03824,5.93859,5.91989,2.61809,5.64121,4.88298,4.74397,3.78737,5.37233,4.23065,4.8025,2.29133,5.49248,4.75125,5.02606,5.05972,4.6352
4.33697,5.67528,7.37138,6.79758,3.95268,5.86105,5.24969,5.16283,3.68069,3.97192,4.75734,4.44893,5.4448,5.70745,3.16804,4.68388,3.0653,3.00968,6.03693,6.04884
3.31549,4.9019,6.99526,6.66418,5.0423,5.37753,3.55359,5.75337,4.55885,5.25861,5.26923,3.57477,3.6849,5.73957,5.12177,5.70012,4.71693,5.56206,3.45721,6.00257
4.2363,5.60578,7.12141,7.16322,4.98736,5.85507,4.8482,5.76288,4.41619,5.03,3.10475,5.92112,2.92422,4.73111,4.34277,5.64469,4.78501,5.76675,3.45869,3.8903
4.95326,5.71101,7.26745,7.0257,5.56116,6.09641,4.34674,5.75294,2.67625,5.40784,4.76952,5.64206,4.74769,5.72486,5.07601,5.32179,3.87691,5.34953,5.1492,5.55851
4.77989,5.30657,6.91778,6.96495,5.52704,5.99937,4.22688,5.20569,5.26378,5.8017,3.93961,5.41218,5.13275,5.76996,4.29475,5.69118,4.39671,5.72354,5.16851,5.02102
4.37379,6.28165,7.50741,6.9976,5.92852,5.91993,5.17239,5.30795,4.42934,5.8111,4.83301,5.66483,3.80623,3.12241,4.82531,5.60658,5.446,5.76202,4.20902,3.74877
5.38725,5.00961,6.89037,7.10449,4.84183,6.37436,3.60255,5.91423,3.40977,5.78995,3.55717,5.68069,4.17131,6.07845,3.84946,5.85773,4.07616,4.41173,4.55804,6.05024
