python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.80835,2.02665,6.12581,5.96709,4.25319,5.25515,2.45973,2.58899,2.76981,2.87292,2.56816,4.35933,3.09805,1.95356,2.72934,2.31038,3.29798,3.40516,2.36954,2.8817
1.74917,1.79721,6.40209,6.24396,5.63838,4.50134,2.61359,3.10886,2.50986,2.48678,2.44841,2.49396,1.8049,2.0144,2.48822,2.84589,2.16035,3.34281,2.76643,2.95547
2.99688,1.8299,6.44335,6.3908,4.22463,4.20569,2.15034,2.8064,2.40777,2.8467,2.47662,2.49164,3.34525,2.11944,2.44142,3.04732,2.53451,2.4798,2.81071,2.49578
3.57359,3.53761,6.88749,6.42254,4.0495,4.2224,2.64899,2.72999,1.78797,2.2913,2.12599,3.37278,1.77566,3.20259,2.56094,3.98499,2.51268,2.62745,3.53697,3.64794
2.55795,2.86874,6.45252,6.01183,3.1549,4.10685,2.71881,3.25615,2.82779,3.24742,2.95638,2.61879,3.69321,3.06835,2.46735,2.94683,2.66807,3.35174,2.03316,2.94263
1.87401,3.12217,7.03017,6.0962,4.01087,3.50761,2.76154,2.5728,2.99888,3.70744,4.37205,3.049,3.12066,3.31872,3.05936,1.57806,2.32616,2.84775,2.67853,3.00234
2.81885,3.57025,7.0611,6.03271,4.44823,4.35475,2.42694,2.23146,2.55268,3.19055,2.31165,2.62309,2.58019,3.97741,2.70186,3.06221,3.4046,2.83424,2.18507,2.12203
2.50828,3.39313,6.68615,6.56411,4.39868,4.27274,2.5639,3.05274,2.76142,3.07062,2.79731,2.81897,1.64912,3.44335,1.49239,2.88991,2.36655,2.97592,2.86392,3.19489
3.31671,2.81654,6.09368,5.99135,3.58334,4.41956,13.9647,21.9197,2.46175,3.23992,2.46288,3.32881,2.00263,3.62077,2.22893,2.49754,2.97018,2.93988,2.20609,2.90415
2.49504,3.55217,6.37211,6.39899,4.44925,4.45007,2.43533,3.35819,1.88338,2.84084,1.65027,2.49115,2.72073,2.79147,2.29787,3.43411,2.11013,3.47097,2.36219,2.86134
