project_id,hv,cc,sloc,percent,path
28977818,13.931568569324174,1,47,0.2673617021276596,/home/senior/senior/Sample_Projects/round_2/28977818/setup.py
28977818,0.0,2,50,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentNonCopperPassiveCap.py
28977818,0.0,2,85,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentGraphicsCardCapProvider.py
28977818,0.0,2,61,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentGemPortCap.py
28977818,0.0,2,35,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPoolable.py
28977818,0.0,2,34,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentUuidFeatureCap.py
28977818,0.0,2,32,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentVersionConstraint.py
28977818,0.0,2,35,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentFirmwareConstraint.py
28977818,0.0,2,46,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPsuFsmTask.py
28977818,0.0,2,78,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentFexCapProvider.py
28977818,0.0,2,47,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentBladeAGLibrary.py
28977818,0.0,2,72,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentProcessorUnitCapProvider.py
28977818,0.0,2,113,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPciDef.py
28977818,0.0,2,39,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentHostMgmtControllerCap.py
28977818,0.0,2,57,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentFlexFlashNonRemovable.py
28977818,0.0,2,35,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPciSlotIdEntry.py
28977818,0.0,2,75,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentSwitchIOCardCapProvider.py
28977818,0.0,2,52,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentIndicatorLed.py
28977818,0.0,2,254,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentLocatorLed.py
28977818,0.0,2,130,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentFexEnvStats.py
28977818,0.0,2,90,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPhysicalDef.py
28977818,0.0,2,67,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPortCap.py
28977818,0.0,2,197,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentBeaconLedFsm.py
28977818,0.0,2,60,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentAdvancedBootOrder.py
28977818,0.0,2,93,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentIOCardFsmStage.py
28977818,0.0,2,197,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentFexFsm.py
28977818,0.0,2,75,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentSwitchCapProvider.py
28977818,0.0,2,52,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentDiagFeatureSupport.py
28977818,0.0,2,83,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentChassisStats.py
28977818,0.0,2,59,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentAutoconfigPolicy.py
28977818,0.0,2,47,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPciSlotIdMapping.py
28977818,0.0,2,87,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentPsuInputStatsHist.py
28977818,0.0,2,53,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentFlashLife.py
28977818,0.0,2,72,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentMgmtCapProvider.py
28977818,0.0,2,127,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentIOCardStatsHist.py
28977818,0.0,2,538,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentSwitchIOCard.py
28977818,0.0,2,32,0.0,/home/senior/senior/Sample_Projects/round_2/28977818/ucsmsdk/mometa/equipment/EquipmentDowngradeConstraint.py
