project_id,hv,cc,sloc,percent
25224120,553.4790049796139,22,116,0.2166551724137931
25224120,400.954431819424,76,301,0.16699003322259137
25224120,20262.927690813263,563,3088,0.9420430699481865
25224120,4.754887502163469,2,62,0.9120483870967743
25224120,4.754887502163469,1,7,0.0
25224120,0.0,1,5,1.2566
25224120,446.79700005769257,38,145,0.8232896551724138
25224120,265.6821216470764,18,145,2.2098827586206893
25224120,413.2872250533656,43,291,0.496594501718213
25224120,255.15831097164298,62,528,0.1903939393939394
25224120,85.83671966625714,20,116,0.8666206896551724
25224120,4.754887502163469,12,90,0.5584888888888889
25224120,188.25945979470129,33,154,0.44878571428571423
25224120,190.0,14,97,0.32386597938144324
25224120,15.509775004326936,34,281,0.6484234875444839
25224120,39.863137138648355,20,168,1.159363095238095
25224120,220.81007680238335,38,238,0.633579831932773
25224120,1446.8026341915456,50,628,0.4101958598726114
25224120,880.360651516347,205,1791,0.3192367392518146
25224120,256.46415084724833,55,219,0.7459269406392693
25224120,748.7601451402375,24,244,1.98275
25224120,72.0,19,142,0.8849295774647887
25224120,1790.4343460538605,83,662,0.5694561933534743
25224120,7538.901523270662,111,1080,0.27924444444444446
25224120,345.9867450687695,106,319,0.47270219435736677
25224120,128.3789500201924,19,73,0.9467534246575342
25224120,53.30296890880645,10,37,0.33962162162162157
25224120,143.95954188301644,12,82,0.9960853658536585
25224120,4.754887502163469,1,6,1.0471666666666664
25224120,2444.777800172144,37,288,0.19634374999999998
25224120,489.59592366803474,83,655,1.0167908396946566
25224120,2063.2980436136695,130,1076,1.3138243494423794
25224120,4.754887502163469,2,79,0.8748481012658227
25224120,912.0,9,42,0.2991904761904762
25224120,1144.224818677398,109,498,0.4541927710843373
25224120,96.0,17,60,0.7330166666666665
25224120,15.509775004326936,6,23,1.9122173913043479
25224120,153.24725426256592,25,199,0.12629145728643215
25224120,230.81773576252348,28,244,0.12874999999999998
25224120,4.754887502163469,5,26,2.8998461538461537
25224120,0.0,1,2,3.1414999999999997
25224120,80.0,36,142,0.8849295774647887
25224120,39.863137138648355,8,52,0.3624807692307692
25224120,2909.7326699657274,45,1486,0.4862348586810229
25224120,43.01955000865388,22,178,0.10589325842696629
25224120,572.9149595391211,63,358,0.7195614525139665
25224120,1313.8727211131672,32,146,0.4303424657534246
25224120,587.1429964187258,50,325,1.643246153846154
25224120,4.754887502163469,26,177,0.9229265536723164
25224120,282.0621890290302,35,148,1.273581081081081
25224120,171.30037948837168,16,67,1.8755223880597012
25224120,215.90318620677482,58,710,0.6106014084507042
25224120,248.15640006923098,20,52,0.12082692307692307
25224120,115.94522208456974,13,64,0.98171875
25224120,1722.7654663569351,262,1710,1.1610690058479531
25224120,114.20025299224778,17,205,0.766219512195122
25224120,98.09910819000817,30,243,1.0859506172839504
25224120,808.9216825510696,108,606,0.5909752475247524
25224120,2706.3337205933763,90,384,1.0962526041666665
25224120,15.509775004326936,4,53,0.11854716981132075
25224120,11.60964047443681,16,112,0.05609821428571428
25224120,2675.784660511835,67,332,0.0756987951807229
25224120,41.51317942364757,6,28,0.8975714285714285
25224120,4.754887502163469,8,25,0.25132
25224120,321.453120277085,39,271,0.881011070110701
25224120,329.51278754254827,47,239,0.7097949790794978
25224120,25.26619429851844,14,52,0.7249615384615384
25224120,19202.211788607132,146,955,1.0131748691099476
25224120,0.0,1,0,0.0
25224120,142.13383752235586,61,557,0.665524236983842
25224120,28.43458750793272,5,36,0.17452777777777775
25224120,13.931568569324174,8,48,0.1308958333333333
25224120,189.46125880997533,94,355,0.17698591549295775
25224120,6621.538446572442,392,1445,0.39132871972318334
25224120,15.509775004326936,14,127,0.890503937007874
25224120,1185.5016032361661,63,620,0.7195048387096774
25224120,305.38046426323075,79,461,0.04088720173535791
25224120,1526.2527913336266,235,1216,0.6407006578947368
25224120,165.66917302429982,4,30,1.6754666666666667
25224120,43.01955000865388,3,20,0.0
25224120,671.6188865831922,58,411,0.47390024330900243
25224120,4.754887502163469,3,47,3.074659574468085
25224120,85.83671966625714,10,49,0.0
25224120,2887.297058469346,89,643,1.6904494556765162
25224120,0.0,2,13,0.0
25224120,57.359400011538504,3,42,0.44878571428571423
25224120,0.0,1,19,0.0
25224120,1060.8507917912473,76,678,0.96376401179941
25224120,535.3205174919276,44,395,0.39765822784810123
25224120,643.5365338846893,36,119,1.3199579831932773
25224120,314.8756508066151,25,97,0.5181855670103092
25224120,174.88731582459263,41,314,0.6002866242038216
25224120,36.541209043760986,10,65,0.38664615384615386
25224120,36.0,6,32,0.19634374999999998
25224120,1861.5665475623812,59,369,0.6300027100271003
25224120,847.1383647149065,101,600,1.979145
25224120,38.03910001730775,6,17,4.804647058823529
25224120,4.754887502163469,1,6,0.0
25224120,11.60964047443681,50,276,0.7056992753623188
25224120,1098.0418341231248,73,267,0.7059550561797752
25224120,361.04827535904644,21,149,0.08433557046979866
25224120,1797.761119639833,52,317,0.2774826498422713
25224120,8173.942151189217,66,502,0.32541434262948205
25224120,187.98346252956745,18,88,0.9995681818181817
25224120,68.53238859703687,39,217,0.9554792626728111
25224120,153.80110650593844,23,1638,0.0652081807081807
25224120,981.1594126074523,103,770,0.4569454545454545
25224120,4.754887502163469,2,18,2.0943333333333327
25224120,1125.8484727543744,48,387,0.5844651162790697
25224120,4.754887502163469,1,6,0.0
25224120,195.0,31,239,0.5520627615062761
25224120,1094.422019379578,175,1887,0.6459470058293587
25224120,4.754887502163469,3,16,0.7853749999999999
25224120,1158.3874459553679,48,304,0.6200328947368421
25224120,4.754887502163469,2,10,1.2566
25224120,112.0,13,56,1.3463571428571426
25224120,129.32351694048162,17,108,0.5817592592592592
25224120,184.47733175670794,25,177,0.9584237288135593
25224120,2270.756999657403,76,352,0.42838636363636357
25224120,497.061662564183,21,304,0.7440394736842104
25224120,18.094737505048094,28,192,0.22906770833333334
25224120,4.754887502163469,4,16,0.39268749999999997
25224120,75.28421251514429,30,133,0.6141278195488721
25224120,928.5605511773405,79,602,0.8349501661129569
25224120,41.51317942364757,7,216,0.058175925925925916
25224120,41.51317942364757,16,56,0.11219642857142856
25224120,156.91128757139447,16,133,0.33068421052631575
25224120,4.754887502163469,4,18,4.188666666666665
25224120,4.754887502163469,2,7,0.0
25224120,15.509775004326936,24,168,2.056934523809524
25224120,1425.5406660447763,127,802,0.9322655860349126
25224120,4.754887502163469,2,12,2.617916666666667
25224120,144.75398259382442,31,169,2.49089349112426
25224120,0.0,1,7,0.8975714285714285
25224120,205.0,20,71,0.9734225352112675
25224120,639.573696659782,121,828,0.2352330917874396
25224120,602.6752177114589,39,333,0.4339609609609609
25224120,15.509775004326936,7,17,1.4783529411764704
25224120,4.754887502163469,4,28,0.0
25224120,848.6651024916462,46,572,0.5821660839160838
25224120,232.84722658818316,50,208,0.39268749999999997
25224120,8712.938412357145,96,1057,0.7549110690633869
25224120,4.754887502163469,1,8,0.0
25224120,1205.0481376319715,132,726,0.6404159779614325
25224120,387.61964492324813,24,101,0.37324752475247525
25224120,1393.0782048501403,171,1158,0.7161968911917098
25224120,1356.0682805254407,121,650,0.6572984615384615
25224120,755.9992291266739,62,300,0.7958466666666667
25224120,4.754887502163469,2,4,0.0
25224120,3435.865735650899,53,500,0.389546
25224120,93.45440529575887,7,43,2.776209302325581
25224120,5306.654221706935,289,1788,0.6852265100671141
25224120,962.4652716724875,59,589,0.33068421052631575
25224120,4.754887502163469,4,20,0.0
25224120,15910.574701886933,426,1318,0.22405235204855842
25224120,1899.0242104151116,113,668,0.5549356287425149
25224120,53.30296890880645,30,100,1.38226
25224120,155.11451069865606,30,178,1.3060168539325843
25224120,114.6940428629768,1,598,1.155735785953177
25224120,3315.5251765833623,240,1418,0.6114626234132581
25224120,98.09910819000817,32,165,0.15231515151515151
25224120,2399.130355994164,118,951,1.3543796004206097
25224120,4643.29730309804,321,1281,0.8338095238095238
25224120,466.145887675241,12,66,0.4759848484848485
25224120,112.37013046707143,70,494,0.3434028340080971
25224120,66.60791492653966,8,92,1.7756304347826086
25224120,4.754887502163469,7,57,0.11022807017543859
25224120,1468.2279027757909,42,104,0.6041346153846154
25224120,1273.2611494756538,34,343,0.03663556851311953
25224120,362.4623043577585,54,234,1.0740170940170939
25224120,1296.6295851863224,58,273,0.16110256410256407
25224120,43.01955000865388,19,241,0.6517634854771784
25224120,55.506595772116384,7,28,1.1219642857142857
25224120,1121.0786179477675,14,183,0.0
25224120,4.754887502163469,8,24,1.3089583333333334
25224120,93.76537429460444,16,139,1.356043165467626
25224120,13.931568569324174,7,39,0.48330769230769227
25224120,335.7725475225224,26,175,0.1795142857142857
25224120,1996.2733200606158,239,1256,0.1900907643312102
25224120,0.0,1,1,0.0
25224120,476.48372872560566,73,357,0.3519887955182073
25224120,41.51317942364757,7,42,0.8975714285714285
25224120,4290.990708442334,288,2106,0.5787758784425451
25224120,1349.4905829914073,36,203,0.030950738916256156
25224120,697.6276933355387,61,514,0.4767256809338521
25224120,1257.276743683763,82,320,0.6675687499999999
25224120,91.37651812938249,12,66,0.3807878787878788
25224120,731.3716884423728,90,607,0.3622817133443163
25224120,2532.24634655943,82,695,0.42489352517985607
25224120,10341.09758598914,114,821,1.0025249695493301
25224120,2485.9431276134756,122,797,1.1194303638644918
25224120,2107.9972079749514,95,378,0.31581216931216927
25224120,419.7594753058907,61,311,1.0707363344051446
25224120,0.0,5,290,5.6547
25224120,0.0,5,673,6.021597325408618
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,675,6.013063703703703
25224120,0.0,5,675,6.013063703703703
25224120,0.0,5,671,6.011454545454545
25224120,0.0,5,667,6.009826086956521
25224120,0.0,5,675,6.013063703703703
25224120,0.0,5,287,5.538672473867595
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,675,6.013063703703703
25224120,0.0,1,427,1.5744285714285713
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,675,6.013063703703703
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,287,5.713808362369337
25224120,0.0,5,290,5.633034482758621
25224120,0.0,5,287,5.713808362369337
25224120,41.51317942364757,7,29,0.4333103448275862
25224120,0.0,1,4,0.0
