project_id,hv,cc,sloc,percent,path
8429554,-1.0,-1,1402,-1.0,/home/senior/senior/Sample_Projects/round_2/8429554/setup.py
8429554,4.754887502163469,6,91,0.48330769230769227,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/rot_13.py
8429554,0.0,5,161,5.112254658385093,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/mac_latin2.py
8429554,0.0,5,287,5.538672473867595,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/iso8859_11.py
8429554,0.0,3,24,1.0471666666666664,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/unicode_escape.py
8429554,0.0,1,26,1.2082692307692309,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/johab.py
8429554,0.0,3,24,0.2617916666666666,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/string_escape.py
8429554,0.0,1,26,1.2082692307692309,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/iso2022_jp_ext.py
8429554,-1.0,-1,69,-1.0,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/uu_codec.py
8429554,0.0,5,287,5.713808362369337,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/mac_croatian.py
8429554,125.09775004326937,24,84,0.5235833333333332,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/encodings/utf_8_sig.py
8429554,15.509775004326936,3,17,2.2175294117647057,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_bdist_wininst.py
8429554,15.509775004326936,13,97,0.1295463917525773,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_cmd.py
8429554,144.0,6,89,1.1295280898876405,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_unixccompiler.py
8429554,13.931568569324174,3,17,0.3695882352941176,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_bdist_msi.py
8429554,4.754887502163469,3,17,0.7391764705882352,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_util.py
8429554,83.39850002884624,19,185,1.5282972972972972,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_register.py
8429554,15.509775004326936,12,63,0.5983809523809523,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_sysconfig.py
8429554,55.506595772116384,11,93,1.148505376344086,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_build_clib.py
8429554,4.754887502163469,5,55,1.0281272727272726,/home/senior/senior/Sample_Projects/round_2/8429554/Lib/distutils/tests/test_dep_util.py
