project_id,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,cc_rank,cc_score,loc,lloc,single_comments,sloc,multi,comments,blank,mi,path
5531064,11,84,56,93,95,149,575.0084113184262,978.9084856413112,6.089285714285714,5960.853457208699,331.1585254004833,0.32630282854710374,A,5.0,316,139,27,210,0,34,79,27.681351154443675,/home/senior/senior/Sample_Projects/round_2/5531064/Tools/build.py
5531064,5,22,13,24,27,37,109.71713608445735,175.93083758004835,2.727272727272727,479.81137521831363,26.656187512128536,0.058643612526682785,A,3.4,120,57,5,86,0,5,29,41.49493693321497,/home/senior/senior/Sample_Projects/round_2/5531064/Tools/refresh_libraries.py
5531064,7,35,21,38,42,59,199.17639004747704,318.14672794394687,3.8,1208.957566186998,67.164309232611,0.10604890931464896,A,3.09090909091,143,106,3,109,0,3,31,37.52042338900488,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/fernet.py
5531064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,23,10,3,14,0,3,6,,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/__about__.py
5531064,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,,,27,7,3,18,0,3,6,,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/__init__.py
5531064,13,40,24,45,53,69,260.9828401313287,395.22651136486076,7.3125,2890.093864355544,160.56077024197467,0.1317421704549536,A,1.82352941176,138,91,8,95,0,8,35,38.32270180917109,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/utils.py
5531064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,A,1.18181818182,56,33,3,33,0,3,20,66.43341597625707,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/exceptions.py
5531064,11,227,217,357,238,574,1814.6802544200482,4531.62539613876,8.64977973568282,39197.56152122668,2177.6423067348155,1.5105417987129202,A,2.04838709677,1199,659,10,885,3,10,301,9.82746316085786,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/x509/extensions.py
5531064,4,21,17,27,25,44,100.23866587835397,204.32967235008786,2.5714285714285716,525.4191574716546,29.189953192869698,0.06810989078336262,A,1.93333333333,87,48,5,57,0,5,25,45.08078886971962,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/x509/name.py
5531064,7,18,13,24,25,37,94.71013448036484,171.8226790216648,4.666666666666667,801.8391687677691,44.54662048709829,0.057274226340554936,A,1.64285714286,243,110,6,204,0,6,33,33.682805565028154,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/x509/oid.py
5531064,5,40,45,66,45,111,224.4867642699313,609.595693692594,4.125,2514.58223648195,139.6990131378861,0.203198564564198,A,1.80487804878,271,152,12,183,3,12,73,30.846699784511028,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/x509/general_name.py
5531064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,174,68,3,159,0,3,12,,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/x509/__init__.py
5531064,11,86,73,129,97,202,590.7125167093907,1333.1823941218,8.25,10998.75475150485,611.0419306391583,0.4443941313739333,A,2.0119047619,707,379,11,402,173,13,121,21.014564380450533,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/x509/base.py
5531064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,11,2,3,1,6,3,1,,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/__init__.py
5531064,1,4,2,4,5,6,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725,A,3.0,43,15,3,26,0,9,14,60.15167187085818,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/backends/__init__.py
5531064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,A,1.1935483871,359,177,3,130,161,3,65,53.65338434801657,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/backends/interfaces.py
5531064,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,A,2.27659574468,411,212,3,338,0,3,70,39.17831805241725,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/backends/multibackend.py
5531064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,3,3,3,0,3,4,,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/backends/commoncrypto/__init__.py
5531064,2,8,4,8,10,12,26.0,39.863137138648355,1.0,39.863137138648355,2.2146187299249087,0.013287712379549451,A,2.4,55,35,5,39,0,5,11,53.447348157650474,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/backends/commoncrypto/hashes.py
5531064,7,24,14,26,31,40,129.690584471711,198.16785241547504,3.7916666666666665,751.3864404086762,41.74369113381535,0.06605595080515834,A,3.11111111111,193,105,24,145,0,24,24,36.26926774250519,/home/senior/senior/Sample_Projects/round_2/5531064/Trakttv.bundle/Contents/Libraries/FreeBSD/i386/ucs4/cryptography/hazmat/backends/commoncrypto/ciphers.py
