project_id,hv,cc,sloc,percent
894588,0.0,1,83,1.8167710843373492
894588,-1.0,-1,17,-1.0
894588,-1.0,-1,51,-1.0
894588,242.13091772920575,32,103,1.3419999999999999
894588,4.754887502163469,5,16,8.246437499999999
894588,242.13091772920575,32,103,1.3419999999999999
894588,72.33974351909447,22,51,2.587117647058823
894588,68.53238859703687,8,25,5.0264
894588,111.01319154423277,2,40,3.1414999999999997
894588,-1.0,-1,442,-1.0
894588,-1.0,-1,751,-1.0
894588,-1.0,-1,566,-1.0
894588,-1.0,-1,131,-1.0
894588,-1.0,-1,52,-1.0
894588,0.0,1,2,65.97149999999999
894588,-1.0,-1,175,-1.0
894588,-1.0,-1,147,-1.0
894588,365.78191844869895,31,129,1.2663410852713177
894588,-1.0,-1,195,-1.0
894588,0.0,2,18,7.330166666666667
894588,-1.0,-1,30,-1.0
894588,-1.0,-1,51,-1.0
894588,443.5620776851015,30,90,2.2339555555555557
894588,444.367108134211,11,52,3.383153846153846
894588,-1.0,-1,81,-1.0
894588,58.81033751683406,14,32,5.497624999999999
894588,25.26619429851844,14,41,3.677853658536585
894588,84.0,4,29,4.333103448275862
894588,-1.0,-1,114,-1.0
894588,-1.0,-1,5,-1.0
894588,407.70226255264447,8,29,4.766413793103448
894588,-1.0,-1,25,-1.0
894588,33.0,5,27,5.119481481481481
894588,261.5934338641933,13,43,3.360674418604651
894588,-1.0,-1,27,-1.0
894588,-1.0,-1,196,-1.0
894588,11.60964047443681,4,26,5.316384615384615
894588,3093.8838480903355,3,172,1.4246337209302324
894588,-1.0,-1,151,-1.0
894588,-1.0,-1,195,-1.0
894588,-1.0,-1,120,-1.0
894588,38.03910001730775,1,28,4.487857142857143
894588,0.0,1,20,6.2829999999999995
894588,15.509775004326936,1,16,7.4610625
894588,2.0,6,23,6.009826086956521
894588,15.509775004326936,1,32,3.73053125
894588,210.99629561116632,49,130,1.1599384615384616
894588,122.13617281353935,23,90,2.373577777777778
894588,-1.0,-1,110,-1.0
894588,210.0,10,60,3.3509333333333333
894588,-1.0,-1,278,-1.0
894588,1098.8912730540587,51,139,2.1244676258992805
894588,646.4503697943546,58,144,1.788909722222222
894588,-1.0,-1,324,-1.0
894588,618.6154090928255,46,224,1.3744062499999998
894588,652.3811071319176,42,205,1.930873170731707
894588,-1.0,-1,122,-1.0
894588,1604.7675528598518,42,173,1.5253526011560692
894588,117.20671786825557,11,56,2.692714285714285
894588,0.0,1,0,0.0
894588,-1.0,-1,131,-1.0
894588,48.43204266092217,10,34,3.6958823529411764
894588,-1.0,-1,60,-1.0
894588,-1.0,-1,113,-1.0
894588,961.6665394859241,63,217,1.1581566820276499
894588,-1.0,-1,140,-1.0
894588,-1.0,-1,112,-1.0
894588,430.04211255552906,17,81,2.0943333333333327
894588,-1.0,-1,67,-1.0
894588,-1.0,-1,69,-1.0
894588,-1.0,-1,79,-1.0
894588,-1.0,-1,68,-1.0
894588,-1.0,-1,59,-1.0
894588,-1.0,-1,117,-1.0
894588,15.509775004326936,3,30,6.4924333333333335
894588,-1.0,-1,75,-1.0
894588,-1.0,-1,54,-1.0
894588,-1.0,-1,18,-1.0
894588,-1.0,-1,51,-1.0
894588,96.0,9,27,4.886777777777778
894588,-1.0,-1,106,-1.0
894588,41.51317942364757,8,44,3.1414999999999997
894588,0.0,1,9,12.565999999999999
894588,0.0,1,9,6.981111111111111
894588,1308.8024247102594,96,237,1.2194852320675105
894588,122.9848878378053,12,51,2.956705882352941
894588,-1.0,-1,51,-1.0
894588,-1.0,-1,96,-1.0
894588,519.8063724135496,43,188,0.23394148936170212
894588,-1.0,-1,19,-1.0
894588,-1.0,-1,50,-1.0
894588,-1.0,-1,411,-1.0
894588,-1.0,-1,153,-1.0
894588,-1.0,-1,37,-1.0
894588,81.7492568250068,15,51,0.12319607843137254
894588,-1.0,-1,212,-1.0
894588,81.7492568250068,19,52,0.24165384615384614
894588,0.0,1,7,24.23442857142857
894588,-1.0,-1,48,-1.0
894588,-1.0,-1,196,-1.0
894588,0.0,1,5,22.6188
894588,-1.0,-1,79,-1.0
894588,0.0,1,15,2.932066666666666
894588,-1.0,-1,106,-1.0
894588,0.0,1,3,0.0
894588,-1.0,-1,107,-1.0
894588,-1.0,-1,79,-1.0
894588,0.0,1,4,28.2735
894588,-1.0,-1,192,-1.0
