project_id,hv,cc,sloc,percent,path
24938794,-1.0,-1,47,-1.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/Cura/cura.py
24938794,0.0,1,8,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/INTEL/texture_scissor.py
24938794,0.0,1,50,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/INTEL/parallel_arrays.py
24938794,0.0,1,12,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/texture_compression_latc.py
24938794,0.0,1,51,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/paletted_texture.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/stencil_wrap.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/clip_volume_hint.py
24938794,0.0,1,27,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/texture_buffer_object.py
24938794,0.0,1,46,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/bindable_uniform.py
24938794,0.0,1,36,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/separate_shader_objects.py
24938794,0.0,1,16,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/index_array_formats.py
24938794,0.0,1,30,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/point_parameters.py
24938794,0.0,1,8,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/vertex_array_bgra.py
24938794,0.0,1,26,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/multi_draw_arrays.py
24938794,0.0,1,8,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/index_texture.py
24938794,0.0,1,26,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/gpu_program_parameters.py
24938794,0.0,1,8,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/IBM/cull_vertex.py
24938794,0.0,1,9,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/EXT/abgr.py
24938794,0.0,1,80,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/IBM/vertex_array_lists.py
24938794,0.0,1,26,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/IBM/multimode_draw_arrays.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/DFX/texture_compression_FXT1.py
24938794,0.0,1,15,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/DFX/multisample.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/INGR/interlace_read.py
24938794,0.0,1,17,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/INGR/blend_func_separate.py
24938794,0.0,1,8,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/INGR/palette_buffer.py
24938794,0.0,1,24,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/INGR/color_clamp.py
24938794,0.0,1,12,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/S3/s3tc.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/WIN/phong_shading.py
24938794,0.0,1,9,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/WIN/specular_fog.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/OES/read_format.py
24938794,0.0,1,44,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/AMD/draw_buffers_blend.py
24938794,0.0,1,114,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/AMD/performance_monitor.py
24938794,0.0,1,8,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/AMD/texture_texture4.py
24938794,0.0,1,33,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/AMD/vertex_shader_tesselator.py
24938794,0.0,1,9,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/IBM/texture_mirrored_repeat.py
24938794,0.0,1,10,0.0,/home/senior/senior/Sample_Projects/round_2/24938794/Cura-Software/python/Lib/OpenGL/raw/GL/IBM/rasterpos_clip.py
