project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
28687875,3097a03,Sven F,2019-10-10,63,46,43,6,4,10,6,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,341,263,257,30,4,52,28,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,102,79,78,4,2,18,4,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,38,12,11,16,2,9,16,3,2,3,2,3,5,5,11.6096,1,11.6096,A,82.3857
28687875,3097a03,Sven F,2019-10-10,104,76,74,7,0,23,7,10,5,61,37,73,66,110,664.883,2.9918,1989.2,A,55.2604
28687875,3097a03,Sven F,2019-10-10,15,10,9,0,2,4,0,3,2,3,2,3,5,5,11.6096,1,11.6096,A,94.5577
28687875,3097a03,Sven F,2019-10-10,71,47,61,0,0,10,0,7,2,8,5,10,10,15,49.8289,1.25,62.2862,A,50.8321
28687875,3097a03,Sven F,2019-10-10,35,29,28,0,5,2,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,10,8,7,0,2,1,0,2,0,0,0,0,0,0,0,0,0,A,100
28687875,3097a03,Sven F,2019-10-10,329,174,180,59,0,90,59,23,4,21,14,26,25,40,185.754,2.47619,459.963,A,59.9215
28687875,3097a03,Sven F,2019-10-10,85,58,57,7,4,17,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,340,168,182,74,4,82,72,42,8,91,53,105,99,158,1047.44,4.61538,4834.33,A,54.846
28687875,3097a03,Sven F,2019-10-10,13,10,10,0,0,3,0,2,2,3,2,3,5,5,11.6096,1,11.6096,A,70.4612
28687875,3097a03,Sven F,2019-10-10,202,118,118,31,0,53,31,35,9,50,26,54,59,80,470.611,4.86,2287.17,A,58.1297
28687875,3097a03,Sven F,2019-10-10,95,64,60,15,4,16,15,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,71,46,44,6,4,17,6,9,2,5,3,5,7,8,22.4588,1,22.4588,A,77.8695
28687875,3097a03,Sven F,2019-10-10,120,80,75,19,4,22,19,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,463,200,231,56,96,80,56,52,6,54,31,55,60,86,507.993,3.05556,1552.2,A,53.8693
28687875,3097a03,Sven F,2019-10-10,89,61,60,7,4,18,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,88,65,61,9,4,14,9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,176,154,147,8,4,19,6,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,17,15,15,1,0,1,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,119,78,76,18,0,25,18,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,113,88,86,10,4,14,9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,74,49,49,10,0,15,10,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,29,22,21,0,4,4,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,66,46,46,6,0,14,6,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,29,22,22,2,0,5,2,2,0,0,0,0,0,0,0,0,0,A,100
28687875,3097a03,Sven F,2019-10-10,30,21,17,0,2,8,3,7,2,4,3,6,6,9,23.2647,1.5,34.897,A,80.2594
28687875,3097a03,Sven F,2019-10-10,25,19,19,0,0,6,0,4,1,1,1,1,2,2,2,0.5,1,A,69.594
28687875,3097a03,Sven F,2019-10-10,740,318,319,242,4,175,242,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,185,111,108,21,0,56,21,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,145,77,74,24,19,32,20,18,5,8,6,9,13,15,55.5066,2.8125,156.112,A,73.0483
28687875,3097a03,Sven F,2019-10-10,87,64,60,9,4,14,9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,79,53,52,7,4,16,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,62,52,52,2,0,8,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,88,51,48,20,4,16,20,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,82,57,53,13,4,13,12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,89,62,61,7,4,17,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,85,58,57,7,4,17,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,41,33,36,1,0,3,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,95,64,60,15,4,16,15,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,79,53,52,7,4,16,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,159,100,96,40,4,18,41,19,3,53,30,60,56,90,522.662,1.69811,887.539,A,64.5532
28687875,3097a03,Sven F,2019-10-10,938,663,683,60,74,128,53,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,149,99,94,18,4,33,18,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,642,468,462,84,4,107,69,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,22,21,21,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,40,39,39,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,31,26,26,2,0,3,2,6,4,25,16,31,29,47,228.325,2.48,566.246,A,67.8407
28687875,3097a03,Sven F,2019-10-10,134,101,97,11,4,22,11,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,57,32,31,8,4,14,8,7,1,35,21,42,36,63,325.705,0.6,195.423,A,76.7184
28687875,3097a03,Sven F,2019-10-10,71,47,42,10,5,14,10,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,60,49,49,5,0,6,5,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,30,20,19,3,0,7,4,1,1,4,2,4,5,6,13.9316,0.5,6.96578,A,84.92
28687875,3097a03,Sven F,2019-10-10,36,9,8,16,2,10,16,2,0,0,0,0,0,0,0,0,0,A,100
28687875,3097a03,Sven F,2019-10-10,19,16,16,0,0,3,0,3,1,1,1,1,2,2,2,0.5,1,A,71.222
28687875,3097a03,Sven F,2019-10-10,691,401,410,53,84,141,56,88,10,100,64,114,110,178,1207.08,5.7,6880.37,A,38.778
28687875,3097a03,Sven F,2019-10-10,401,161,169,149,0,83,149,22,7,18,10,19,25,29,134.672,3.69444,497.538,A,61.6054
28687875,3097a03,Sven F,2019-10-10,88,64,59,7,4,18,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,28,23,23,1,0,4,1,5,0,0,0,0,0,0,0,0,0,A,100
28687875,3097a03,Sven F,2019-10-10,127,74,68,30,4,26,29,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,85,58,57,7,4,17,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,114,76,74,21,4,15,21,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,151,114,111,11,10,20,10,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,94,83,83,3,0,9,2,21,8,20,14,25,28,39,187.487,5,937.434,A,50.8894
28687875,3097a03,Sven F,2019-10-10,69,62,61,3,2,5,1,18,5,32,19,34,37,53,276.101,2.65625,733.393,A,58.0028
28687875,3097a03,Sven F,2019-10-10,98,70,68,9,4,17,9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,84,58,57,6,4,17,6,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,466,286,301,12,73,73,19,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,85,58,57,7,4,17,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,88,64,59,7,4,18,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,79,53,52,7,4,16,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,31,27,27,0,0,4,0,5,1,6,3,6,7,9,25.2662,0.5,12.6331,A,58.2832
28687875,3097a03,Sven F,2019-10-10,92,57,57,16,0,19,16,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,135,97,92,10,4,29,10,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,87,58,57,9,4,17,9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,71,50,47,7,4,13,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,130,102,95,13,4,19,12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,34,17,17,6,0,11,6,0,0,0,0,0,0,0,0,0,0,A,100
28687875,3097a03,Sven F,2019-10-10,44,31,30,2,5,8,1,2,2,13,7,14,15,21,82.0447,1.07692,88.3558,A,78.415
28687875,3097a03,Sven F,2019-10-10,239,178,173,14,4,48,14,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28687875,3097a03,Sven F,2019-10-10,81,59,59,6,0,16,6,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
