project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
34600889,7372846,Sergio Infante,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,15,7,13,0,0,2,0,3,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,19,11,11,0,0,8,0,3,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,136,13,128,2,0,6,2,1,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,30,6,14,0,14,2,0,0,1,2,1,2,3,3,4.75489,0.5,2.37744,A,100
34600889,7372846,Sergio Infante,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,19,11,11,0,0,8,0,3,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,16,13,13,0,0,3,0,4,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,67,9,59,2,0,6,2,1,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,37,8,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,578,284,301,11,218,48,11,51,5,57,29,58,62,87,518.015,2.54386,1317.76,A,50.9265
34600889,7372846,Sergio Infante,2017-11-14,7,4,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,34,21,25,2,0,7,2,10,2,4,2,4,6,6,15.5098,1,15.5098,A,77.9168
34600889,7372846,Sergio Infante,2017-11-14,16,4,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,135,95,97,0,0,38,0,23,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,16,5,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,15,12,12,0,0,3,0,4,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,16,13,13,0,0,3,0,4,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,7,4,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,95,82,82,0,0,13,0,28,5,19,11,22,24,33,151.304,2.89474,437.985,A,39.6262
34600889,7372846,Sergio Infante,2017-11-14,37,22,30,0,0,7,0,3,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,24,17,17,0,0,7,0,2,0,0,0,0,0,0,0,0,0,A,100
34600889,7372846,Sergio Infante,2017-11-14,52,38,38,0,0,14,0,15,0,0,0,0,0,0,0,0,0,A,100
