,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,cc82c66,Joachim Wolff,2019-12-03,679 (0),379 (0),486 (0),47 (0),32 (0),115 (0),46 (0),90 (0),18 (0),163 (0),143 (0),275 (0),181 (0),418 (0),3134.94 (0),15.184 (0),47601 (0),A,29.1162 (0)
